,Province_State,Country_Region,Confirmed,Deaths,Recovered,Active,Latitude,Longitude,FIPS,Admin2
51165,Northern Territory,Australia,12.0,0.0,0.0,12.0,-12.4634,130.8456,,
51173,Queensland,Australia,493.0,1.0,8.0,484.0,-27.4698,153.0251,,
51185,South Australia,Australia,235.0,0.0,6.0,229.0,-34.9285,138.6007,,
51187,Tasmania,Australia,47.0,0.0,3.0,44.0,-42.8821,147.3272,,
51190,Victoria,Australia,520.0,3.0,149.0,368.0,-37.8136,144.9631,,
51192,Western Australia,Australia,231.0,2.0,1.0,228.0,-31.9505,115.8605,,
47695,Australian Capital Territory,Australia,62.0,0.0,1.0,61.0,-35.4735,149.0124,,
47739,New South Wales,Australia,1405.0,7.0,4.0,1394.0,-33.8688,151.2093,,
47743,Northern Territory,Australia,12.0,0.0,0.0,12.0,-12.4634,130.8456,,
47751,Queensland,Australia,555.0,1.0,8.0,546.0,-27.4698,153.0251,,
47763,South Australia,Australia,257.0,0.0,6.0,251.0,-34.9285,138.6007,,
47765,Tasmania,Australia,47.0,0.0,3.0,44.0,-42.8821,147.3272,,
47768,Victoria,Australia,574.0,3.0,171.0,400.0,-37.8136,144.9631,,
47770,Western Australia,Australia,231.0,2.0,1.0,228.0,-31.9505,115.8605,,
33886,Australian Capital Territory,Australia,71.0,0.0,2.0,69.0,-35.4735,149.0124,,
33931,New South Wales,Australia,1617.0,8.0,4.0,1605.0,-33.8688,151.2093,,
33935,Northern Territory,Australia,15.0,0.0,0.0,15.0,-12.4634,130.8456,,
33943,Queensland,Australia,625.0,1.0,8.0,616.0,-27.4698,153.0251,,
33955,South Australia,Australia,287.0,0.0,6.0,281.0,-34.9285,138.6007,,
33957,Tasmania,Australia,62.0,0.0,5.0,57.0,-42.8821,147.3272,,
33961,Victoria,Australia,685.0,3.0,191.0,491.0,-37.8136,144.9631,,
33963,Western Australia,Australia,278.0,2.0,28.0,248.0,-31.9505,115.8605,,
30456,Australian Capital Territory,Australia,77.0,0.0,2.0,75.0,-35.4735,149.0124,,
30501,New South Wales,Australia,1791.0,8.0,4.0,1779.0,-33.8688,151.2093,,
30505,Northern Territory,Australia,15.0,0.0,0.0,15.0,-12.4634,130.8456,,
30513,Queensland,Australia,656.0,2.0,8.0,646.0,-27.4698,153.0251,,
30525,South Australia,Australia,299.0,0.0,6.0,293.0,-34.9285,138.6007,,
30527,Tasmania,Australia,66.0,0.0,5.0,61.0,-42.8821,147.3272,,
30531,Victoria,Australia,769.0,4.0,191.0,574.0,-37.8136,144.9631,,
30533,Western Australia,Australia,311.0,2.0,28.0,281.0,-31.9505,115.8605,,
37800,Australian Capital Territory,Australia,78.0,1.0,2.0,75.0,-35.4735,149.0124,,
37845,New South Wales,Australia,2032.0,8.0,4.0,2020.0,-33.8688,151.2093,,
37849,Northern Territory,Australia,15.0,0.0,0.0,15.0,-12.4634,130.8456,,
37857,Queensland,Australia,689.0,2.0,8.0,679.0,-27.4698,153.0251,,
37869,South Australia,Australia,305.0,0.0,6.0,299.0,-34.9285,138.6007,,
37871,Tasmania,Australia,66.0,0.0,5.0,61.0,-42.8821,147.3272,,
37875,Victoria,Australia,821.0,4.0,191.0,626.0,-37.8136,144.9631,,
37877,Western Australia,Australia,355.0,2.0,41.0,312.0,-31.9505,115.8605,,
40232,Australian Capital Territory,Australia,80.0,1.0,3.0,76.0,-35.4735,149.0124,,
40277,New South Wales,Australia,2032.0,8.0,4.0,2020.0,-33.8688,151.2093,,
40281,Northern Territory,Australia,17.0,0.0,0.0,17.0,-12.4634,130.8456,,
40289,Queensland,Australia,743.0,2.0,8.0,733.0,-27.4698,153.0251,,
40301,South Australia,Australia,337.0,0.0,6.0,331.0,-34.9285,138.6007,,
40303,Tasmania,Australia,69.0,1.0,5.0,63.0,-42.8821,147.3272,,
40307,Victoria,Australia,917.0,4.0,291.0,622.0,-37.8136,144.9631,,
40309,Western Australia,Australia,364.0,2.0,41.0,321.0,-31.9505,115.8605,,
42717,Australian Capital Territory,Australia,84.0,1.0,8.0,75.0,-35.4735,149.0124,,
42762,New South Wales,Australia,2182.0,9.0,4.0,2169.0,-33.8688,151.2093,,
42766,Northern Territory,Australia,19.0,0.0,0.0,19.0,-12.4634,130.8456,,
42774,Queensland,Australia,781.0,2.0,8.0,771.0,-27.4698,153.0251,,
42786,South Australia,Australia,367.0,0.0,6.0,361.0,-34.9285,138.6007,,
42788,Tasmania,Australia,69.0,2.0,5.0,62.0,-42.8821,147.3272,,
42792,Victoria,Australia,968.0,4.0,343.0,621.0,-37.8136,144.9631,,
42794,Western Australia,Australia,392.0,2.0,48.0,342.0,-31.9505,115.8605,,
9502,Australian Capital Territory,Australia,87.0,1.0,11.0,75.0,-35.4735,149.0124,,
9548,New South Wales,Australia,2298.0,10.0,4.0,2284.0,-33.8688,151.2093,,
9552,Northern Territory,Australia,21.0,0.0,0.0,21.0,-12.4634,130.8456,,
9560,Queensland,Australia,835.0,4.0,8.0,823.0,-27.4698,153.0251,,
9572,South Australia,Australia,367.0,0.0,6.0,361.0,-34.9285,138.6007,,
9574,Tasmania,Australia,72.0,2.0,5.0,65.0,-42.8821,147.3272,,
9578,Victoria,Australia,1036.0,5.0,422.0,609.0,-37.8136,144.9631,,
9580,Western Australia,Australia,400.0,2.0,64.0,334.0,-31.9505,115.8605,,
12127,Australian Capital Territory,Australia,91.0,1.0,18.0,72.0,-35.4735,149.0124,,
12173,New South Wales,Australia,2389.0,12.0,4.0,2373.0,-33.8688,151.2093,,
12177,Northern Territory,Australia,22.0,0.0,0.0,22.0,-12.4634,130.8456,,
12185,Queensland,Australia,873.0,4.0,8.0,861.0,-27.4698,153.0251,,
12197,South Australia,Australia,396.0,0.0,46.0,350.0,-34.9285,138.6007,,
12199,Tasmania,Australia,74.0,2.0,5.0,67.0,-42.8821,147.3272,,
12203,Victoria,Australia,1085.0,7.0,476.0,602.0,-37.8136,144.9631,,
12205,Western Australia,Australia,400.0,2.0,92.0,306.0,-31.9505,115.8605,,
26219,Australian Capital Territory,Australia,93.0,2.0,18.0,73.0,-35.4735,149.0124,,
26266,New South Wales,Australia,2493.0,12.0,4.0,2477.0,-33.8688,151.2093,,
26270,Northern Territory,Australia,26.0,0.0,1.0,25.0,-12.4634,130.8456,,
26278,Queensland,Australia,900.0,4.0,8.0,888.0,-27.4698,153.0251,,
26290,South Australia,Australia,407.0,0.0,46.0,361.0,-34.9285,138.6007,,
26292,Tasmania,Australia,80.0,2.0,5.0,73.0,-42.8821,147.3272,,
26296,Victoria,Australia,1115.0,8.0,527.0,580.0,-37.8136,144.9631,,
26298,Western Australia,Australia,436.0,2.0,92.0,342.0,-31.9505,115.8605,,
23537,Australian Capital Territory,Australia,96.0,2.0,28.0,66.0,-35.4735,149.0124,,
23584,New South Wales,Australia,2580.0,16.0,4.0,2560.0,-33.8688,151.2093,,
23588,Northern Territory,Australia,27.0,0.0,1.0,26.0,-12.4634,130.8456,,
23596,Queensland,Australia,907.0,4.0,8.0,895.0,-27.4698,153.0251,,
23609,South Australia,Australia,407.0,0.0,46.0,361.0,-34.9285,138.6007,,
23611,Tasmania,Australia,82.0,2.0,5.0,75.0,-42.8821,147.3272,,
23615,Victoria,Australia,1135.0,8.0,573.0,554.0,-37.8136,144.9631,,
23617,Western Australia,Australia,453.0,3.0,92.0,358.0,-31.9505,115.8605,,
53911,Australian Capital Territory,Australia,96.0,2.0,40.0,54.0,-35.4735,149.0124,,
53958,New South Wales,Australia,2637.0,18.0,4.0,2615.0,-33.8688,151.2093,,
53962,Northern Territory,Australia,28.0,0.0,2.0,26.0,-12.4634,130.8456,,
53970,Queensland,Australia,921.0,4.0,173.0,744.0,-27.4698,153.0251,,
53983,South Australia,Australia,411.0,0.0,53.0,358.0,-34.9285,138.6007,,
53985,Tasmania,Australia,86.0,2.0,26.0,58.0,-42.8821,147.3272,,
53989,Victoria,Australia,1158.0,10.0,620.0,528.0,-37.8136,144.9631,,
53991,Western Australia,Australia,460.0,4.0,162.0,294.0,-31.9505,115.8605,,
20810,New South Wales,Australia,669.0,6.0,4.0,659.0,-33.8688,151.2093,,
20811,Victoria,Australia,296.0,0.0,70.0,226.0,-37.8136,144.9631,,
20812,Queensland,Australia,259.0,0.0,8.0,251.0,-27.4698,153.0251,,
20813,Western Australia,Australia,120.0,1.0,1.0,118.0,-31.9505,115.8605,,
20814,South Australia,Australia,100.0,0.0,6.0,94.0,-34.9285,138.6007,,
20815,Tasmania,Australia,22.0,0.0,3.0,19.0,-42.8821,147.3272,,
20816,Australian Capital Territory,Australia,19.0,0.0,0.0,19.0,-35.4735,149.0124,,
20817,Northern Territory,Australia,5.0,0.0,0.0,5.0,-12.4634,130.8456,,
20818,External territories,Australia,0.0,0.0,0.0,0.0,,,,
20819,Jervis Bay Territory,Australia,0.0,0.0,0.0,0.0,,,,
43711,None,Austria,2.0,0.0,0.0,,,,,
62,,Austria,2.0,0.0,0.0,,,,,
161,,Austria,3.0,0.0,0.0,,,,,
54347,,Austria,9.0,0.0,0.0,,,,,
13718,,Austria,14.0,0.0,0.0,,47.5162,14.5501,,
56125,,Austria,18.0,0.0,0.0,,47.5162,14.5501,,
55975,,Austria,21.0,0.0,0.0,,47.5162,14.5501,,
34193,,Austria,29.0,0.0,0.0,,47.5162,14.5501,,
34353,,Austria,41.0,0.0,0.0,,47.5162,14.5501,,
13231,,Austria,55.0,0.0,0.0,,47.5162,14.5501,,
13001,,Austria,79.0,0.0,0.0,,47.5162,14.5501,,
56590,,Austria,104.0,0.0,0.0,,47.5162,14.5501,,
56321,,Austria,131.0,0.0,2.0,,47.5162,14.5501,,
12422,,Austria,182.0,0.0,4.0,,47.5162,14.5501,,
12628,,Austria,246.0,0.0,4.0,,47.5162,14.5501,,
43042,,Austria,504.0,1.0,6.0,,47.5162,14.5501,,
43237,,Austria,302.0,1.0,4.0,,47.5162,14.5501,,
54433,,Austria,655.0,1.0,6.0,,47.5162,14.5501,,
54679,,Austria,860.0,1.0,6.0,,47.5162,14.5501,,
26773,,Austria,1018.0,3.0,6.0,,47.5162,14.5501,,
26494,,Austria,1332.0,3.0,1.0,,47.5162,14.5501,,
44139,,Austria,1646.0,4.0,9.0,,47.5162,14.5501,,
43847,,Austria,2013.0,6.0,9.0,,47.5162,14.5501,,
55332,,Austria,2388.0,6.0,9.0,,47.5162,14.5501,,
55632,,Austria,2814.0,8.0,9.0,,47.5162,14.5501,,
17467,,Austria,4474.0,21.0,9.0,4444.0,47.5162,14.5501,,
3617,,Austria,5283.0,28.0,9.0,5246.0,47.5162,14.5501,,
7033,,Austria,5588.0,30.0,9.0,5549.0,47.5162,14.5501,,
51205,,Austria,6909.0,49.0,112.0,6748.0,47.5162,14.5501,,
47783,,Austria,7657.0,58.0,225.0,7374.0,47.5162,14.5501,,
33976,,Austria,8271.0,68.0,225.0,7978.0,47.5162,14.5501,,
30546,,Austria,8788.0,86.0,479.0,8223.0,47.5162,14.5501,,
37890,,Austria,9618.0,108.0,636.0,8874.0,47.5162,14.5501,,
40322,,Austria,10180.0,128.0,1095.0,8957.0,47.5162,14.5501,,
42807,,Austria,10711.0,146.0,1436.0,9129.0,47.5162,14.5501,,
9593,,Austria,11129.0,158.0,1749.0,9222.0,47.5162,14.5501,,
12218,,Austria,11524.0,168.0,2022.0,9334.0,47.5162,14.5501,,
26311,,Austria,11781.0,186.0,2507.0,9088.0,47.5162,14.5501,,
23630,,Austria,12051.0,204.0,2998.0,8849.0,47.5162,14.5501,,
54004,,Austria,12297.0,220.0,3463.0,8614.0,47.5162,14.5501,,
20863,,Austria,3580.0,16.0,9.0,3555.0,47.5162,14.5501,,
13739,,Azerbaijan,3.0,0.0,0.0,,40.1431,47.5769,,
13274,,Azerbaijan,6.0,0.0,0.0,,40.1431,47.5769,,
13046,,Azerbaijan,9.0,0.0,0.0,,40.1431,47.5769,,
12492,,Azerbaijan,11.0,0.0,0.0,,40.1431,47.5769,,
12705,,Azerbaijan,11.0,0.0,3.0,,40.1431,47.5769,,
43069,,Azerbaijan,15.0,1.0,3.0,,40.1431,47.5769,,
54554,,Azerbaijan,15.0,1.0,3.0,,40.1431,47.5769,,
54809,,Azerbaijan,23.0,1.0,6.0,,40.1431,47.5769,,
26921,,Azerbaijan,15.0,1.0,6.0,,40.1431,47.5769,,
26631,,Azerbaijan,28.0,1.0,6.0,,40.1431,47.5769,,
43987,,Azerbaijan,44.0,1.0,6.0,,40.1431,47.5769,,
55782,,Azerbaijan,53.0,1.0,11.0,,40.1431,47.5769,,
17468,,Azerbaijan,72.0,1.0,10.0,61.0,40.1431,47.5769,,
3618,,Azerbaijan,87.0,1.0,10.0,76.0,40.1431,47.5769,,
7034,,Azerbaijan,93.0,2.0,10.0,81.0,40.1431,47.5769,,
51206,,Azerbaijan,122.0,3.0,15.0,104.0,40.1431,47.5769,,
47784,,Azerbaijan,165.0,3.0,15.0,147.0,40.1431,47.5769,,
33977,,Azerbaijan,182.0,4.0,15.0,163.0,40.1431,47.5769,,
30547,,Azerbaijan,209.0,4.0,15.0,190.0,40.1431,47.5769,,
37891,,Azerbaijan,273.0,4.0,26.0,243.0,40.1431,47.5769,,
40323,,Azerbaijan,298.0,5.0,26.0,267.0,40.1431,47.5769,,
42808,,Azerbaijan,359.0,5.0,26.0,328.0,40.1431,47.5769,,
9594,,Azerbaijan,400.0,5.0,26.0,369.0,40.1431,47.5769,,
12219,,Azerbaijan,443.0,5.0,32.0,406.0,40.1431,47.5769,,
26312,,Azerbaijan,521.0,5.0,32.0,484.0,40.1431,47.5769,,
23631,,Azerbaijan,584.0,7.0,32.0,545.0,40.1431,47.5769,,
54005,,Azerbaijan,641.0,7.0,44.0,590.0,40.1431,47.5769,,
20942,,Azerbaijan,65.0,1.0,11.0,53.0,40.1431,47.5769,,
17469,,Bahamas,4.0,0.0,0.0,4.0,25.025885,-78.035889,,
3619,,Bahamas,5.0,0.0,1.0,4.0,25.025885,-78.035889,,
7035,,Bahamas,5.0,0.0,1.0,4.0,25.025885,-78.035889,,
51207,,Bahamas,9.0,0.0,1.0,8.0,25.025885,-78.035889,,
47785,,Bahamas,10.0,0.0,1.0,9.0,25.025885,-78.035889,,
33978,,Bahamas,10.0,0.0,1.0,9.0,25.025885,-78.035889,,
30548,,Bahamas,11.0,0.0,1.0,10.0,25.025885,-78.035889,,
37892,,Bahamas,14.0,0.0,1.0,13.0,25.025885,-78.035889,,
40324,,Bahamas,14.0,0.0,1.0,13.0,25.025885,-78.035889,,
42809,,Bahamas,21.0,1.0,1.0,19.0,25.025885,-78.035889,,
9595,,Bahamas,24.0,1.0,1.0,22.0,25.025885,-78.035889,,
12220,,Bahamas,24.0,1.0,1.0,22.0,25.025885,-78.035889,,
26313,,Bahamas,28.0,4.0,0.0,24.0,25.025885,-78.035889,,
23632,,Bahamas,28.0,4.0,0.0,24.0,25.025885,-78.035889,,
54006,,Bahamas,29.0,5.0,4.0,20.0,25.025885,-78.035889,,
20990,,Bahamas,4.0,0.0,0.0,4.0,25.025885,-78.035889,,
44067,,"Bahamas, The",3.0,0.0,0.0,,25.0343,-77.3963,,
55858,,"Bahamas, The",4.0,0.0,0.0,,25.0343,-77.3963,,
43810,,Bahrain,1.0,0.0,0.0,,,,,
43691,,Bahrain,23.0,0.0,0.0,,,,,
38,,Bahrain,33.0,0.0,0.0,,,,,
54218,,Bahrain,36.0,0.0,0.0,,,,,
54333,,Bahrain,41.0,0.0,0.0,,,,,
13705,,Bahrain,47.0,0.0,0.0,,26.0275,50.55,,
55966,,Bahrain,49.0,0.0,0.0,,26.0275,50.55,,
34184,,Bahrain,52.0,0.0,0.0,,26.0275,50.55,,
34346,,Bahrain,55.0,0.0,0.0,,26.0275,50.55,,
13228,,Bahrain,60.0,0.0,4.0,,26.0275,50.55,,
13000,,Bahrain,85.0,0.0,4.0,,26.0275,50.55,,
56327,,Bahrain,95.0,0.0,14.0,,26.0275,50.55,,
12435,,Bahrain,110.0,0.0,22.0,,26.0275,50.55,,
12631,,Bahrain,195.0,0.0,35.0,,26.0275,50.55,,
43056,,Bahrain,189.0,0.0,44.0,,26.0667,50.5577,,
54452,,Bahrain,210.0,0.0,44.0,,26.0667,50.5577,,
54704,,Bahrain,214.0,0.0,60.0,,26.0667,50.5577,,
26803,,Bahrain,214.0,1.0,77.0,,26.0667,50.5577,,
26531,,Bahrain,228.0,1.0,81.0,,26.0667,50.5577,,
44181,,Bahrain,256.0,1.0,88.0,,26.0667,50.5577,,
43895,,Bahrain,278.0,1.0,100.0,,26.0667,50.5577,,
55390,,Bahrain,285.0,1.0,100.0,,26.0667,50.5577,,
55695,,Bahrain,305.0,1.0,125.0,,26.0667,50.5577,,
17470,,Bahrain,377.0,2.0,164.0,211.0,26.0275,50.55,,
3620,,Bahrain,392.0,3.0,177.0,212.0,26.0275,50.55,,
7036,,Bahrain,419.0,4.0,177.0,238.0,26.0275,50.55,,
51208,,Bahrain,458.0,4.0,204.0,250.0,26.0275,50.55,,
47786,,Bahrain,466.0,4.0,227.0,235.0,26.0275,50.55,,
33979,,Bahrain,476.0,4.0,265.0,207.0,26.0275,50.55,,
30549,,Bahrain,499.0,4.0,272.0,223.0,26.0275,50.55,,
37893,,Bahrain,515.0,4.0,279.0,232.0,26.0275,50.55,,
40325,,Bahrain,567.0,4.0,295.0,268.0,26.0275,50.55,,
42810,,Bahrain,569.0,4.0,337.0,228.0,26.0275,50.55,,
9596,,Bahrain,643.0,4.0,381.0,258.0,26.0275,50.55,,
12221,,Bahrain,672.0,4.0,382.0,286.0,26.0275,50.55,,
26314,,Bahrain,688.0,4.0,423.0,261.0,26.0275,50.55,,
23633,,Bahrain,700.0,4.0,431.0,265.0,26.0275,50.55,,
54007,,Bahrain,756.0,4.0,458.0,294.0,26.0275,50.55,,
20896,,Bahrain,334.0,2.0,149.0,183.0,26.0275,50.55,,
56421,,Bangladesh,3.0,0.0,0.0,,23.685,90.3563,,
12533,,Bangladesh,3.0,0.0,0.0,,23.685,90.3563,,
43046,,Bangladesh,3.0,0.0,0.0,,23.685,90.3563,,
54599,,Bangladesh,3.0,0.0,0.0,,23.685,90.3563,,
54843,,Bangladesh,5.0,0.0,0.0,,23.685,90.3563,,
26937,,Bangladesh,8.0,0.0,2.0,,23.685,90.3563,,
26669,,Bangladesh,10.0,0.0,3.0,,23.685,90.3563,,
44313,,Bangladesh,14.0,1.0,3.0,,23.685,90.3563,,
44020,,Bangladesh,17.0,1.0,3.0,,23.685,90.3563,,
55507,,Bangladesh,20.0,1.0,3.0,,23.685,90.3563,,
55808,,Bangladesh,25.0,2.0,3.0,,23.685,90.3563,,
17471,,Bangladesh,33.0,3.0,5.0,25.0,23.685,90.3563,,
3621,,Bangladesh,39.0,4.0,5.0,30.0,23.685,90.3563,,
7037,,Bangladesh,39.0,5.0,7.0,27.0,23.685,90.3563,,
51209,,Bangladesh,44.0,5.0,11.0,28.0,23.685,90.3563,,
47787,,Bangladesh,48.0,5.0,11.0,32.0,23.685,90.3563,,
33980,,Bangladesh,48.0,5.0,15.0,28.0,23.685,90.3563,,
30550,,Bangladesh,48.0,5.0,15.0,28.0,23.685,90.3563,,
37894,,Bangladesh,49.0,5.0,19.0,25.0,23.685,90.3563,,
40326,,Bangladesh,51.0,5.0,25.0,21.0,23.685,90.3563,,
42811,,Bangladesh,54.0,6.0,25.0,23.0,23.685,90.3563,,
9597,,Bangladesh,56.0,6.0,25.0,25.0,23.685,90.3563,,
12222,,Bangladesh,61.0,6.0,26.0,29.0,23.685,90.3563,,
26315,,Bangladesh,70.0,8.0,30.0,32.0,23.685,90.3563,,
23634,,Bangladesh,88.0,9.0,33.0,46.0,23.685,90.3563,,
54008,,Bangladesh,123.0,12.0,33.0,78.0,23.685,90.3563,,
20959,,Bangladesh,27.0,2.0,3.0,22.0,23.685,90.3563,,
26715,,Barbados,2.0,0.0,0.0,,13.1939,-59.5432,,
44364,,Barbados,2.0,0.0,0.0,,13.1939,-59.5432,,
44062,,Barbados,5.0,0.0,0.0,,13.1939,-59.5432,,
55852,,Barbados,6.0,0.0,0.0,,13.1939,-59.5432,,
17472,,Barbados,17.0,0.0,0.0,17.0,13.1939,-59.5432,,
3622,,Barbados,18.0,0.0,0.0,18.0,13.1939,-59.5432,,
7038,,Barbados,18.0,0.0,0.0,18.0,13.1939,-59.5432,,
51210,,Barbados,18.0,0.0,0.0,18.0,13.1939,-59.5432,,
47788,,Barbados,24.0,0.0,0.0,24.0,13.1939,-59.5432,,
33981,,Barbados,26.0,0.0,0.0,26.0,13.1939,-59.5432,,
30551,,Barbados,33.0,0.0,0.0,33.0,13.1939,-59.5432,,
37895,,Barbados,33.0,0.0,0.0,33.0,13.1939,-59.5432,,
40327,,Barbados,34.0,0.0,0.0,34.0,13.1939,-59.5432,,
42812,,Barbados,34.0,0.0,0.0,34.0,13.1939,-59.5432,,
9598,,Barbados,46.0,0.0,0.0,46.0,13.1939,-59.5432,,
12223,,Barbados,51.0,0.0,0.0,51.0,13.1939,-59.5432,,
26316,,Barbados,52.0,0.0,0.0,52.0,13.1939,-59.5432,,
23635,,Barbados,56.0,1.0,6.0,49.0,13.1939,-59.5432,,
54009,,Barbados,60.0,2.0,6.0,52.0,13.1939,-59.5432,,
20975,,Barbados,14.0,0.0,0.0,14.0,13.1939,-59.5432,,
13761,,Belarus,1.0,0.0,0.0,,53.7098,27.9534,,
54258,,Belarus,1.0,0.0,0.0,,,,,
13053,,Belarus,6.0,0.0,0.0,,53.7098,27.9534,,
56397,,Belarus,6.0,0.0,1.0,,53.7098,27.9534,,
12497,,Belarus,9.0,0.0,3.0,,53.7098,27.9534,,
43068,,Belarus,27.0,0.0,3.0,,53.7098,27.9534,,
43325,,Belarus,12.0,0.0,3.0,,53.7098,27.9534,,
54525,,Belarus,27.0,0.0,3.0,,53.7098,27.9534,,
26619,,Belarus,36.0,0.0,3.0,,53.7098,27.9534,,
43980,,Belarus,51.0,0.0,5.0,,53.7098,27.9534,,
55465,,Belarus,69.0,0.0,5.0,,53.7098,27.9534,,
55767,,Belarus,76.0,0.0,15.0,,53.7098,27.9534,,
17473,,Belarus,81.0,0.0,22.0,59.0,53.7098,27.9534,,
3623,,Belarus,81.0,0.0,22.0,59.0,53.7098,27.9534,,
7039,,Belarus,86.0,0.0,29.0,57.0,53.7098,27.9534,,
51211,,Belarus,86.0,0.0,29.0,57.0,53.7098,27.9534,,
47789,,Belarus,94.0,0.0,32.0,62.0,53.7098,27.9534,,
33982,,Belarus,94.0,0.0,32.0,62.0,53.7098,27.9534,,
30552,,Belarus,94.0,0.0,32.0,62.0,53.7098,27.9534,,
37896,,Belarus,152.0,0.0,32.0,120.0,53.7098,27.9534,,
40328,,Belarus,152.0,1.0,47.0,104.0,53.7098,27.9534,,
42813,,Belarus,163.0,2.0,53.0,108.0,53.7098,27.9534,,
9599,,Belarus,304.0,4.0,53.0,247.0,53.7098,27.9534,,
12224,,Belarus,351.0,4.0,53.0,294.0,53.7098,27.9534,,
26317,,Belarus,440.0,5.0,53.0,382.0,53.7098,27.9534,,
23636,,Belarus,562.0,8.0,52.0,502.0,53.7098,27.9534,,
54010,,Belarus,700.0,13.0,53.0,634.0,53.7098,27.9534,,
20936,,Belarus,76.0,0.0,15.0,61.0,53.7098,27.9534,,
12868,,Belgium,1.0,0.0,0.0,,,,,
75,,Belgium,1.0,0.0,1.0,,,,,
13750,,Belgium,2.0,0.0,1.0,,50.8333,4.0,,
56138,,Belgium,8.0,0.0,1.0,,50.8333,4.0,,
55982,,Belgium,13.0,0.0,1.0,,50.8333,4.0,,
34197,,Belgium,23.0,0.0,1.0,,50.8333,4.0,,
34348,,Belgium,50.0,0.0,1.0,,50.8333,4.0,,
13219,,Belgium,109.0,0.0,1.0,,50.8333,4.0,,
12987,,Belgium,169.0,0.0,1.0,,50.8333,4.0,,
56579,,Belgium,200.0,0.0,1.0,,50.8333,4.0,,
56313,,Belgium,239.0,0.0,1.0,,50.8333,4.0,,
12417,,Belgium,267.0,0.0,1.0,,50.8333,4.0,,
12624,,Belgium,314.0,3.0,1.0,,50.8333,4.0,,
43097,,Belgium,559.0,3.0,1.0,,50.5039,4.4699,,
54432,,Belgium,689.0,4.0,1.0,,50.5039,4.4699,,
54677,,Belgium,886.0,4.0,1.0,,50.5039,4.4699,,
26772,,Belgium,1058.0,5.0,1.0,,50.5039,4.4699,,
26496,,Belgium,1243.0,10.0,1.0,,50.5039,4.4699,,
44141,,Belgium,1486.0,14.0,31.0,,50.5039,4.4699,,
43848,,Belgium,1795.0,21.0,31.0,,50.5039,4.4699,,
55333,,Belgium,2257.0,37.0,1.0,,50.5039,4.4699,,
55631,,Belgium,2815.0,67.0,263.0,,50.5039,4.4699,,
17474,,Belgium,3743.0,88.0,401.0,3254.0,50.8333,4.469936,,
3624,,Belgium,4269.0,122.0,461.0,3686.0,50.8333,4.469936,,
7040,,Belgium,4937.0,178.0,547.0,4212.0,50.8333,4.469936,,
51212,,Belgium,6235.0,220.0,675.0,5340.0,50.8333,4.469936,,
47790,,Belgium,7284.0,289.0,858.0,6137.0,50.8333,4.469936,,
33983,,Belgium,9134.0,353.0,1063.0,7718.0,50.8333,4.469936,,
30553,,Belgium,10836.0,431.0,1359.0,9046.0,50.8333,4.469936,,
37897,,Belgium,11899.0,513.0,1527.0,9859.0,50.8333,4.469936,,
40329,,Belgium,12775.0,705.0,1696.0,10374.0,50.8333,4.469936,,
42814,,Belgium,13964.0,828.0,2132.0,11004.0,50.8333,4.469936,,
9600,,Belgium,15348.0,1011.0,2495.0,11842.0,50.8333,4.469936,,
12225,,Belgium,16770.0,1143.0,2872.0,12755.0,50.8333,4.469936,,
26318,,Belgium,18431.0,1283.0,3247.0,13901.0,50.8333,4.469936,,
23637,,Belgium,19691.0,1447.0,3751.0,14493.0,50.8333,4.469936,,
54011,,Belgium,20814.0,1632.0,3986.0,15196.0,50.8333,4.469936,,
20864,,Belgium,3401.0,75.0,263.0,3063.0,50.8333,4.469936,,
17475,,Belize,1.0,0.0,0.0,1.0,13.1939,-59.5432,,
3625,,Belize,1.0,0.0,0.0,1.0,17.1899,-88.4976,,
7041,,Belize,2.0,0.0,0.0,2.0,17.1899,-88.4976,,
51213,,Belize,2.0,0.0,0.0,2.0,17.1899,-88.4976,,
47791,,Belize,2.0,0.0,0.0,2.0,17.1899,-88.4976,,
33984,,Belize,2.0,0.0,0.0,2.0,17.1899,-88.4976,,
30554,,Belize,2.0,0.0,0.0,2.0,17.1899,-88.4976,,
37898,,Belize,3.0,0.0,0.0,3.0,17.1899,-88.4976,,
40330,,Belize,3.0,0.0,0.0,3.0,17.1899,-88.4976,,
42815,,Belize,3.0,0.0,0.0,3.0,17.1899,-88.4976,,
9601,,Belize,3.0,0.0,0.0,3.0,17.1899,-88.4976,,
12226,,Belize,4.0,0.0,0.0,4.0,17.1899,-88.4976,,
26319,,Belize,4.0,0.0,0.0,4.0,17.1899,-88.4976,,
23638,,Belize,5.0,0.0,0.0,5.0,17.1899,-88.4976,,
54012,,Belize,7.0,1.0,0.0,6.0,17.1899,-88.4976,,
26724,,Benin,1.0,0.0,0.0,,9.3077,2.3158,,
44079,,Benin,2.0,0.0,0.0,,9.3077,2.3158,,
17476,,Benin,5.0,0.0,0.0,5.0,9.3077,2.3158,,
3626,,Benin,6.0,0.0,0.0,6.0,9.3077,2.3158,,
7042,,Benin,6.0,0.0,0.0,6.0,9.3077,2.3158,,
51214,,Benin,6.0,0.0,0.0,6.0,9.3077,2.3158,,
47792,,Benin,6.0,0.0,0.0,6.0,9.3077,2.3158,,
33985,,Benin,6.0,0.0,0.0,6.0,9.3077,2.3158,,
30555,,Benin,6.0,0.0,0.0,6.0,9.3077,2.3158,,
